"lineNo","assgNo","fixcount","firstPassCnt","P1stFixation","P2stFixation","prevFixDur","firstfixDur","firstPassFixDur","nextFixDur","firstSaccLen","lastSaccLen","prevFixPos","landingPos","leavingPos","totalFixDur","meanFixDur","nRegressFrom","regressLen","nextWordRegress","regressDur","pupilDiamMax","pupilDiamLag","timePrtctg","nWordsInTitle","titleNo","wordNo","label"
7793,240,1,1,0,1,159,139,139,119,349.5515,351.3307,352.8867,31.3249,38.1608,139,139.0000,0,0,0,0,0.1526,0.1456,0.0133,8,6,5,1
7794,240,1,1,1,0,139,119,119,159,351.3307,77.2868,449.3206,94.3663,80.2636,119,119.0000,0,0,0,0,0.1526,0.1456,0.0114,5,7,1,0
7795,240,1,1,1,0,119,159,159,139,77.2868,209.5024,127.1417,92.0706,80.5559,159,159.0000,0,0,0,0,0.1526,0.1416,0.0152,7,8,1,1
7796,240,1,1,1,0,159,139,139,100,209.5024,236.0095,202.3116,1.5811,14.0801,139,139.0000,0,0,0,0,0.1456,0.1316,0.0133,7,8,4,1
7797,240,1,1,1,0,139,100,100,179,236.0095,432.6413,234.0534,2.0616,12.7475,100,100.0000,0,0,0,0,0.1456,0.1201,0.0095,7,8,6,1
7798,240,1,1,1,1,100,179,179,139,432.6413,56.8243,442.8476,10.2956,24.5051,179,179.0000,1,139,0,0,0.1456,0.1201,0.0171,7,9,2,0
7799,240,1,1,1,0,179,139,139,179,56.8243,90.1138,89.6772,35.5879,39.2588,139,139.0000,0,0,1,139,0.1416,0.1201,0.0133,7,9,1,0
7800,240,1,1,1,0,139,179,179,179,90.1138,264.5397,84.5281,79.5063,69.8713,179,179.0000,0,0,0,0,0.1316,0.1201,0.0171,7,10,1,0
7801,240,1,1,1,0,179,179,179,80,264.5397,199.1438,203.2462,61.5406,85.0941,179,179.0000,0,0,0,0,0.0416,0.1201,0.0171,7,10,3,0
7802,240,1,1,1,0,179,80,80,99,199.1438,478.3513,149.0134,67.5740,66.0303,80,80.0000,0,0,0,0,0.0416,0.1201,0.0076,7,10,5,0
7803,240,1,1,1,1,100,179,179,139,478.3513,205.5097,479.2421,26.3059,17.7200,99,99.0000,1,139,0,0,0.0226,0.1201,0.0094,7,9,2,0
7804,240,1,1,0,1,99,139,139,199,205.5097,281.2850,109.4897,90.5166,93.2751,139,139.0000,0,0,0,0,0.0631,0.1201,0.0133,7,9,3,0
7805,240,1,1,0,1,139,199,199,179,281.2850,548.7304,199.7248,81.5751,75.5414,199,199.0000,0,0,0,0,0.1201,0.0246,0.0190,7,9,5,0
7806,240,1,3,1,1,179,99,259,338,548.7304,380.5000,613.6000,89.6354,67.8325,179,179.0000,1,2504,0,0,0.1201,0.0246,0.0171,8,6,1,1
7807,240,1,1,0,1,159,139,139,119,380.5000,242.3267,352.1960,44.9500,38.4220,99,99.0000,0,0,0,0,0.1201,0.0016,0.0094,8,6,5,1
7808,240,1,1,0,0,99,159,159,199,242.3267,437.7925,231.3655,52.0433,35.0321,159,159.0000,1,5031,0,0,0.0826,0.0016,0.0152,8,6,7,1
7809,240,1,1,0,0,159,199,199,298,437.7925,175.3090,542.1965,114.0395,114.5044,199,199.0000,0,0,0,199,0.0246,-0.0044,0.0190,8,6,2,1
7810,240,1,1,0,1,199,298,298,199,175.3090,194.1198,254.9216,100.4117,102.2851,298,298.0000,0,0,0,298,0.0246,0.0361,0.0284,6,5,1,1
7811,240,1,1,0,1,298,199,199,239,194.1198,259.5308,141.0567,79.6194,85.9069,199,199.0000,0,0,0,199,0.0016,0.0776,0.0190,6,5,2,1
7812,240,1,1,0,1,199,239,239,179,259.5308,99.5301,250.0560,41.6203,36.8782,239,239.0000,0,0,1,239,-0.0834,0.1181,0.0228,6,5,5,1
7813,240,1,1,1,1,139,80,80,99,99.5301,470.8020,38.2753,90.8639,79.5770,179,179.0000,1,3658,1,179,-0.0834,0.1181,0.0171,6,5,6,1
7814,240,1,1,1,1,139,139,139,80,470.8020,124.3262,525.2904,54.4518,41.4367,80,80.0000,1,3639,0,80,-0.0894,0.1181,0.0076,8,4,2,1
7815,240,1,1,0,0,80,99,99,219,124.3262,139.6755,101.7890,28.6007,41.1947,99,99.0000,0,0,1,337,-0.0044,0.1181,0.0094,8,4,3,1
7816,240,1,1,0,0,99,219,219,179,139.6755,333.7911,95.8593,59.2305,60.1851,219,219.0000,1,1193,0,219,-0.0044,0.1181,0.0209,8,4,4,1
7817,240,2,2,0,0,219,179,279,219,333.7911,70.2638,433.1836,113.8036,109.2760,279,139.5000,1,715,1,916,0.0361,0.1181,0.0266,8,4,1,1
7818,240,1,1,0,0,100,219,219,258,70.2638,359.4096,119.8541,75.8172,76.7626,219,219.0000,1,397,0,597,0.0776,0.1181,0.0209,8,3,1,2
7819,240,1,1,0,0,219,258,258,139,359.4096,237.4279,348.2083,33.1851,51.6382,258,258.0000,1,1233,1,516,0.1181,0.0781,0.0246,7,2,3,0
7820,240,1,1,1,0,119,179,179,99,237.4279,571.7049,201.9208,49.9049,70.3651,139,139.0000,1,1033,0,278,0.1181,-0.0204,0.0133,8,3,7,2
7821,240,2,2,0,0,219,179,279,219,571.7049,243.4184,706.7850,132.9069,126.8562,179,89.5000,1,715,1,916,0.1181,-0.0204,0.0171,8,4,1,1
7822,240,1,1,0,0,80,99,99,219,243.4184,311.5903,172.4181,85.8836,100.1312,119,119.0000,0,0,1,337,0.0781,-0.1019,0.0114,8,4,3,1
7823,240,1,1,0,0,119,99,99,80,311.5903,574.8691,241.3379,84.9073,86.9899,99,99.0000,0,0,0,99,-0.0204,-0.1074,0.0094,8,4,7,1
7824,240,1,1,0,1,99,80,80,80,574.8691,174.7470,592.6154,27.7714,10.3078,80,80.0000,0,0,1,80,-0.0204,-0.1074,0.0076,7,1,2,0
7825,240,2,1,1,1,80,119,119,139,174.7470,179.2261,84.4808,101.1595,92.5054,279,139.5000,1,139,0,398,-0.0204,-0.1074,0.0266,7,1,3,0
7826,240,1,1,0,1,199,139,139,199,179.2261,215.6965,171.4934,46.0353,39.3732,139,139.0000,1,934,0,417,-0.1019,-0.0404,0.0133,7,1,5,0
7827,240,1,1,0,0,139,199,199,179,215.6965,171.7942,146.1540,86.2337,94.0811,199,199.0000,0,0,1,199,-0.1084,-0.0404,0.0190,7,2,5,0
7828,240,1,1,0,0,199,179,179,99,171.7942,725.0002,82.5409,88.8960,97.8277,179,179.0000,1,933,0,179,-0.1074,0.3686,0.0171,7,2,6,0
7829,240,2,1,1,0,0,99,99,119,725.0002,85.6052,911.0549,190.6476,86.7295,318,159.0000,1,874,0,815,-0.1074,0.3686,0.0304,7,2,1,0
7830,240,1,1,1,0,119,139,139,159,85.6052,400.7808,105.2093,102.3096,110.3925,99,99.0000,0,0,0,476,-0.1074,0.3686,0.0094,7,1,1,0
7831,240,1,1,0,1,199,139,139,199,400.7808,245.8480,405.2653,47.5105,67.7200,139,139.0000,1,934,0,417,-0.1074,0.3686,0.0133,7,1,5,0
7832,240,1,1,1,0,159,179,179,139,245.8480,144.0312,131.5903,124.2910,134.0457,238,238.0000,0,0,0,655,-0.1104,0.3686,0.0227,7,1,6,0
7833,240,1,1,1,0,179,139,139,139,144.0312,856.3243,148.2768,23.2648,37.9012,139,139.0000,0,0,1,417,-0.0404,-0.0404,0.0133,7,1,7,0
7834,240,1,1,0,0,139,100,100,159,856.3243,163.8429,854.0316,7.5000,8.0156,100,100.0000,0,0,1,100,-0.0404,-0.0404,0.0095,8,3,2,2
7835,240,1,1,1,0,99,119,119,179,163.8429,0.0000,140.6023,65.6830,65.5934,159,159.0000,0,0,1,159,-0.0404,-0.0404,0.0152,7,2,2,0
7836,240,1,1,0,0,100,219,219,258,227.5088,0.0000,273.7919,59.2811,44.3086,159,159.0000,1,397,0,597,0.3686,0.3686,0.0152,8,3,1,2
7837,241,1,1,1,0,0,80,80,80,0.0000,130.4003,0.0000,60.1041,54.9932,80,80.0000,0,0,0,0,0.3498,0.2903,0.0376,5,1,2,1
7838,241,1,1,1,0,80,80,80,80,130.4003,220.0119,166.2919,58.5192,63.8318,80,80.0000,0,0,0,0,0.3498,0.2903,0.0376,6,2,1,1
7839,241,1,1,1,0,80,80,80,119,220.0119,457.8398,157.0127,66.5451,82.1523,80,80.0000,0,0,0,0,0.3498,0.2903,0.0376,6,2,2,1
7840,241,1,1,1,0,80,119,119,119,457.8398,1464.4880,341.0235,120.3007,120.0843,119,119.0000,0,0,0,0,0.3498,0.2903,0.0559,6,2,6,1
7841,241,1,1,1,0,119,119,119,159,1464.4880,265.9930,711.9452,1059.8968,45.6755,119,119.0000,0,0,0,0,0.2198,0.4798,0.0559,5,5,2,1
7842,241,1,1,1,0,119,159,159,99,265.9930,329.5186,190.7040,82.5136,90.2441,159,159.0000,0,0,0,0,0.1398,0.5383,0.0747,5,5,3,1
7843,241,1,1,1,0,159,99,99,219,329.5186,95.1118,404.5541,80.8857,74.0422,99,99.0000,0,0,0,0,0.2523,0.5383,0.0465,6,6,1,1
7844,241,1,1,1,0,99,219,219,159,95.1118,75.3426,120.2539,89.3784,102.0355,219,219.0000,0,0,0,0,0.2523,0.5383,0.1029,4,7,1,0
7845,241,1,1,1,0,219,159,159,179,75.3426,37.2726,115.4340,80.5559,96.0469,159,159.0000,0,0,0,0,0.2523,0.5383,0.0747,7,8,1,0
7846,241,1,1,1,0,159,179,179,259,37.2726,225.7000,121.8277,101.5296,93.7617,179,179.0000,0,0,0,358,0.2903,0.5383,0.0841,6,9,1,2
7847,241,1,1,1,0,179,259,259,219,225.7000,294.7054,130.3917,97.4076,108.7256,259,259.0000,0,0,0,0,0.2903,0.5383,0.1217,6,9,2,2
7848,241,1,1,1,0,259,219,219,139,294.7054,511.7824,238.0021,55.1453,43.5115,219,219.0000,1,358,0,0,0.2903,0.2903,0.1029,6,9,5,2
7849,241,3,1,1,0,159,179,179,259,511.7824,0.0000,610.0008,104.5610,7.9057,358,119.3333,0,0,0,358,0.5383,0.4798,0.1682,6,9,1,2
7850,242,1,1,1,0,0,99,99,119,0.0000,151.8634,0.0000,47.2705,51.7035,99,99.0000,0,0,0,0,0.0783,0.1883,0.0225,4,1,1,0
7851,242,2,2,1,0,99,119,258,199,151.8634,222.7128,131.5295,27.9508,36.5308,258,129.0000,0,0,0,0,0.1278,0.1883,0.0588,4,1,3,0
7852,242,1,1,1,0,139,199,199,139,222.7128,58.8069,282.8462,89.5126,91.8178,199,199.0000,0,0,0,0,0.1838,0.1883,0.0453,3,3,1,1
7853,242,1,1,1,0,199,139,139,119,58.8069,134.9379,65.4905,14.5344,4.0311,139,139.0000,0,0,0,0,0.1883,0.1123,0.0317,3,3,3,1
7854,242,3,3,1,0,139,119,337,99,134.9379,122.9807,176.2073,82.5379,89.2370,337,112.3333,0,0,0,0,0.1883,0.1043,0.0767,3,2,1,1
7855,242,1,1,1,0,99,99,99,139,122.9807,58.5085,109.0046,21.0238,20.3039,99,99.0000,1,139,0,0,0.1883,0.1013,0.0225,3,2,3,1
7856,242,1,1,1,0,99,139,139,99,58.5085,103.5809,99.5038,45.7220,47.5631,139,139.0000,0,0,1,139,0.1123,0.1013,0.0317,3,2,2,1
7857,242,1,1,0,1,139,99,99,179,103.5809,74.7011,105.1903,20.4022,6.3246,99,99.0000,0,0,0,0,0.1043,0.2213,0.0225,3,3,2,1
7858,242,1,1,1,0,99,179,179,139,74.7011,138.0906,136.1800,69.2694,89.7733,179,179.0000,0,0,0,0,0.0843,0.2213,0.0408,3,4,1,0
7859,242,1,1,1,0,179,139,139,80,138.0906,159.9445,62.8172,92.2835,83.1820,139,139.0000,0,0,0,0,0.0843,0.2213,0.0317,3,4,2,0
7860,242,1,1,1,0,139,80,80,159,159.9445,70.2602,237.1434,80.5140,80.5140,80,80.0000,0,0,0,0,0.0588,0.2213,0.0182,3,5,1,1
7861,242,1,1,1,0,80,159,159,159,70.2602,120.4004,74.3303,21.6333,20.5730,159,159.0000,0,0,0,0,0.0563,0.2213,0.0362,3,5,3,1
7862,242,1,1,1,0,159,159,159,139,120.4004,173.3818,192.9378,78.6543,78.9715,159,159.0000,0,0,0,0,0.0563,0.2213,0.0362,3,6,1,0
7863,242,1,1,1,0,159,139,139,298,173.3818,179.8249,136.7955,45.6317,40.8044,139,139.0000,0,0,0,0,0.0428,0.2213,0.0317,3,6,3,0
7864,242,2,2,1,0,139,298,536,159,179.8249,137.6526,262.0172,85.8429,95.2733,536,268.0000,0,0,0,0,0.1013,0.2213,0.1221,3,7,1,1
7865,242,1,1,1,0,238,159,159,80,137.6526,164.0922,74.0270,81.8123,85.2658,159,159.0000,0,0,0,0,0.2213,0.5258,0.0362,3,8,2,0
7866,242,2,2,1,0,159,80,219,298,164.0922,176.6593,173.2195,25.5049,23.2433,219,109.5000,0,0,0,0,0.2213,0.5258,0.0499,4,9,2,0
7867,242,1,1,1,0,139,298,298,80,176.6593,205.1006,111.4002,66.5977,88.0738,298,298.0000,0,0,0,0,0.2213,0.5258,0.0679,4,9,3,0
7868,242,1,1,1,1,298,80,80,139,205.1006,101.9436,283.0636,92.5486,78.1297,80,80.0000,0,0,0,0,0.2213,0.2213,0.0182,4,10,1,2
7869,242,1,1,1,0,80,139,139,99,101.9436,118.6529,69.0290,22.0737,37.5300,139,139.0000,0,0,0,0,0.2213,0.2213,0.0317,4,10,2,2
7870,242,1,1,1,0,139,99,99,100,118.6529,149.7373,35.0571,86.5852,78.9446,99,99.0000,0,0,0,0,0.2213,0.2213,0.0225,4,10,3,2
7871,242,1,1,1,0,99,100,100,537,149.7373,0.0000,114.2847,27.2029,49.8623,100,100.0000,0,0,0,0,0.2213,0.2213,0.0228,4,10,4,2
7872,242,1,1,1,1,298,80,80,139,430.0889,0.0000,460.3140,36.2802,31.7530,537,537.0000,0,0,0,0,0.5258,0.5258,0.1223,4,10,1,2
7873,243,1,1,1,0,0,139,139,80,0.0000,485.0930,0.0000,45.4533,55.1543,139,139.0000,0,0,0,0,0.1043,0.1328,0.0318,9,1,3,0
7874,243,2,2,1,0,139,80,160,179,485.0930,536.5541,375.8324,116.7872,115.6936,160,80.0000,0,0,0,0,0.0948,0.1328,0.0366,9,1,7,0
7875,243,1,1,1,0,80,179,179,99,536.5541,264.5468,571.9694,34.0331,46.6476,179,179.0000,1,378,0,0,0.0778,0.1328,0.0409,7,2,3,2
7876,243,1,1,1,1,179,99,99,99,264.5468,428.3206,197.4285,66.3702,65.0000,99,99.0000,0,0,0,0,0.0578,0.1038,0.0226,7,2,5,2
7877,243,1,1,1,1,99,99,99,119,428.3206,548.3833,359.1685,78.9208,88.1320,99,99.0000,2,1251,0,99,0.1328,0.1348,0.0226,7,2,7,2
7878,243,1,1,0,1,99,119,119,179,548.3833,344.1693,580.4248,46.6744,42.9564,119,119.0000,0,0,0,0,0.1328,0.1348,0.0272,9,1,4,0
7879,243,1,1,0,1,119,179,179,119,344.1693,83.0241,407.2063,62.5000,68.0074,179,179.0000,0,0,0,378,0.1328,0.1658,0.0409,7,2,1,2
7880,243,1,1,0,1,179,119,119,139,83.0241,363.9454,18.7883,73.0821,76.8651,119,119.0000,0,0,1,0,0.1328,0.1928,0.0272,7,2,2,2
7881,243,1,1,1,1,179,99,99,99,363.9454,237.1034,289.3389,78.2720,74.9833,139,139.0000,0,0,0,0,0.1038,0.2418,0.0318,7,2,5,2
7882,243,1,1,0,1,139,278,278,219,237.1034,187.3846,142.7200,104.1849,103.0837,278,278.0000,0,0,1,99,0.1038,0.2418,0.0636,7,2,6,2
7883,243,2,1,1,1,99,99,99,119,187.3846,177.7674,126.0198,68.7623,47.9009,318,159.0000,2,1251,0,99,0.1013,0.2418,0.0727,7,2,7,2
7884,243,1,1,0,1,139,278,278,219,177.7674,230.5087,252.5728,82.3787,96.9807,99,99.0000,0,0,1,99,0.0808,0.2418,0.0226,7,2,6,2
7885,243,1,1,1,1,99,99,99,119,230.5087,846.3879,135.7940,107.6220,95.6935,99,99.0000,2,1251,0,99,0.0808,0.2418,0.0226,7,2,7,2
7886,243,1,1,1,0,99,258,258,100,846.3879,384.7002,971.9532,124.7528,103.5109,258,258.0000,0,0,0,0,0.1348,0.2418,0.0590,5,3,1,1
7887,243,1,1,1,0,258,100,100,99,384.7002,247.2655,436.0734,52.6901,61.3209,100,100.0000,0,0,0,0,0.1658,0.2418,0.0229,7,8,2,0
7888,243,1,1,1,0,100,99,99,159,247.2655,432.0932,167.0928,88.3233,82.7602,99,99.0000,0,0,0,0,0.1928,0.3028,0.0226,7,8,4,0
7889,243,1,1,1,0,99,159,159,219,432.0932,571.9869,445.5974,17.0660,21.3600,159,159.0000,0,0,0,0,0.2418,0.3028,0.0364,9,10,8,1
7890,243,2,2,1,0,159,219,458,179,571.9869,154.9911,754.1419,215.1680,66.0019,458,229.0000,0,0,0,0,0.2418,0.3348,0.1047,6,7,2,0
7891,243,1,1,1,0,239,179,179,199,154.9911,348.9391,167.8690,20.3961,37.5133,179,179.0000,0,0,0,0,0.1358,0.3348,0.0409,6,5,2,0
7892,243,1,1,1,0,179,199,199,159,348.9391,239.6064,320.0062,48.8697,51.5388,199,199.0000,0,0,0,0,0.0798,0.3348,0.0455,6,5,4,0
7893,243,1,1,1,0,199,159,159,80,239.6064,113.3016,105.3043,140.0732,147.7650,159,159.0000,0,0,0,0,0.0573,0.3348,0.0364,6,5,5,0
7894,243,2,2,0,1,159,80,219,139,113.3016,678.9464,365.5202,276.1797,492.2949,219,109.5000,0,0,0,0,0.1493,0.0903,0.0501,5,3,5,1
7895,243,1,1,1,0,80,179,179,99,678.9464,193.6091,722.7171,49.3964,55.8413,139,139.0000,1,378,0,0,0.3028,0.3028,0.0318,7,2,3,2
7896,243,2,1,0,1,119,179,179,119,193.6091,0.0000,263.6152,66.6802,68.2092,378,189.0000,0,0,0,378,0.3348,0.3298,0.0864,7,2,1,2
7897,244,1,1,1,0,0,199,199,99,0.0000,118.9758,0.0000,50.6014,43.0174,199,199.0000,0,0,0,0,0.1548,0.3273,0.0894,3,1,2,0
7898,244,1,1,1,0,199,99,99,159,118.9758,180.2505,131.8560,24.8847,24.6221,99,99.0000,0,0,0,0,0.3218,0.3273,0.0445,4,2,2,1
7899,244,1,1,1,0,99,159,159,80,180.2505,114.0537,101.9804,90.1027,101.4027,159,159.0000,0,0,0,0,0.3218,0.3273,0.0714,4,2,3,1
7900,244,1,1,1,0,159,80,80,239,114.0537,325.9149,91.5915,26.4622,27.3907,80,80.0000,0,0,0,0,0.3218,0.3273,0.0359,4,2,4,1
7901,244,1,1,1,0,80,239,239,238,325.9149,126.5158,414.2511,86.4190,85.5716,239,239.0000,0,0,0,0,0.3218,0.3273,0.1074,3,3,1,0
7902,244,1,1,1,0,239,238,238,80,126.5158,332.9869,194.5893,79.6947,75.1482,238,238.0000,0,0,0,0,0.3173,0.3273,0.1069,5,5,1,0
7903,244,1,1,1,0,238,80,80,238,332.9869,290.8006,211.9104,111.9040,85.6767,80,80.0000,0,0,0,0,0.3273,0.2868,0.0359,5,5,3,0
7904,244,1,1,1,0,80,238,238,99,290.8006,160.3512,307.1758,9.9247,0.5000,238,238.0000,0,0,0,0,0.3273,0.2868,0.1069,3,6,2,0
7905,244,1,1,1,0,238,99,99,159,160.3512,191.1890,178.7344,101.8148,98.0051,99,99.0000,0,0,0,517,0.3273,0.2868,0.0445,5,8,1,2
7906,244,1,1,1,0,99,159,159,119,191.1890,55.2200,169.0000,23.2433,30.2076,159,159.0000,0,0,1,0,0.2868,0.2868,0.0714,5,8,4,2
7907,244,1,1,1,0,159,119,119,219,55.2200,245.7931,35.1283,21.7083,28.4605,119,119.0000,1,517,0,0,0.2868,0.2868,0.0535,5,8,5,2
7908,244,2,1,1,0,238,99,99,159,245.7931,0.0000,348.0057,107.5419,24.4387,517,258.5000,0,0,0,517,0.2868,0.2868,0.2323,5,8,1,2
7909,245,1,1,1,0,0,159,159,119,0.0000,188.9874,0.0000,91.8491,75.9605,159,159.0000,0,0,0,0,0.3593,0.2648,0.0889,4,2,1,1
7910,245,1,1,1,0,159,119,119,100,188.9874,116.5000,153.5220,36.1836,35.5106,119,119.0000,1,100,0,0,0.3593,0.4083,0.0665,5,3,4,1
7911,245,1,1,1,0,119,100,100,139,116.5000,350.9622,139.0036,22.3215,5.0000,100,100.0000,0,0,0,100,0.3593,0.4818,0.0559,5,3,2,1
7912,245,1,1,1,1,100,139,139,119,350.9622,1210.3161,362.8457,73.8817,1043.6151,139,139.0000,0,0,0,298,0.2518,0.4818,0.0777,4,7,1,2
7913,245,2,2,1,0,139,119,238,398,1210.3161,115.7087,120.0708,33.1436,43.1856,238,119.0000,0,0,1,0,0.2648,0.4818,0.1330,4,7,3,2
7914,245,1,1,1,0,119,398,398,119,115.7087,281.5750,61.0082,51.9086,43.5660,398,398.0000,1,636,0,0,0.2648,0.4818,0.2225,4,7,4,2
7915,245,2,1,1,1,100,139,139,119,281.5750,84.9250,357.1400,77.5016,58.1893,218,109.0000,0,0,0,298,0.2648,0.4818,0.1219,4,7,1,2
7916,245,2,2,1,0,99,159,338,80,84.9250,0.0000,39.8121,43.4885,28.5044,338,169.0000,0,0,0,338,0.4083,0.2278,0.1889,4,7,2,2
7917,245,1,1,1,1,100,139,139,119,77.2787,0.0000,129.1240,38.4513,29.8077,80,80.0000,0,0,0,298,0.4818,0.4818,0.0447,4,7,1,2
7918,246,1,1,1,0,0,119,119,80,0.0000,191.1969,0.0000,82.7103,78.8575,119,119.0000,0,0,0,0,0.0978,0.2198,0.0203,5,3,3,1
7919,246,1,1,1,1,119,80,80,100,191.1969,392.7658,27.7849,166.7461,179.2603,80,80.0000,0,0,0,318,0.1273,0.2198,0.0136,5,3,4,1
7920,246,1,1,1,1,80,100,100,119,392.7658,59.3001,483.0735,97.3203,93.9388,100,100.0000,0,0,0,139,0.1593,0.2198,0.0171,4,5,1,0
7921,246,1,1,1,0,100,119,119,139,59.3001,183.4734,58.0086,36.3456,54.3323,119,119.0000,0,0,0,0,0.1783,0.2198,0.0203,5,4,2,1
7922,246,1,1,1,1,119,139,139,219,183.4734,362.2051,156.0513,56.4491,50.6187,139,139.0000,0,0,0,139,0.1783,0.2198,0.0237,5,4,4,1
7923,246,1,1,1,1,139,219,219,119,362.2051,57.3847,430.0105,140.1579,135.6401,219,219.0000,0,0,0,199,0.1783,0.2198,0.0374,3,7,1,0
7924,246,1,1,1,1,219,119,119,119,57.3847,66.1910,148.0034,111.7195,96.7536,119,119.0000,0,0,0,119,0.1708,0.2198,0.0203,3,8,1,0
7925,246,2,2,1,1,119,119,199,199,66.1910,217.2970,133.0038,87.9318,76.3053,199,99.5000,0,0,1,278,0.1708,0.2198,0.0339,5,9,1,1
7926,246,1,1,1,0,80,199,199,159,217.2970,160.0445,116.2497,100.0725,111.3216,199,199.0000,1,159,0,0,0.1708,0.2198,0.0339,5,9,3,1
7927,246,1,1,1,1,199,159,159,119,160.0445,100.7633,186.3867,40.3268,36.0555,159,159.0000,1,139,1,298,0.1723,0.2198,0.0271,5,9,2,1
7928,246,1,1,1,1,159,119,119,159,100.7633,259.5077,170.1352,71.9809,63.0020,119,119.0000,1,3199,0,536,0.2198,0.1513,0.0203,6,10,1,2
7929,246,2,2,1,1,119,159,298,179,259.5077,195.0641,222.4410,33.5336,35.8922,298,149.0000,1,3478,0,100,0.2198,0.0853,0.0508,6,10,3,2
7930,246,1,1,1,1,159,119,119,159,195.0641,173.7023,321.0000,129.0591,117.6308,179,179.0000,1,3199,0,536,0.2198,0.1678,0.0305,6,10,1,2
7931,246,1,1,1,1,219,119,119,119,173.7023,199.3847,188.2817,70.1178,108.7118,119,119.0000,0,0,0,119,0.1513,0.1678,0.0203,3,8,1,0
7932,246,1,1,0,1,119,139,139,199,199.3847,232.1659,149.7231,56.3205,49.4292,139,139.0000,0,0,0,139,0.0853,0.1678,0.0237,3,8,2,0
7933,246,1,1,1,1,139,219,219,119,232.1659,95.8853,297.6189,76.1003,76.2053,199,199.0000,0,0,0,199,0.0358,0.1988,0.0339,3,7,1,0
7934,246,2,2,1,0,199,159,258,139,95.8853,42.0743,102.5914,66.6652,69.8570,258,129.0000,0,0,0,258,0.0368,0.1988,0.0440,3,6,1,0
7935,246,1,1,1,1,80,100,100,119,42.0743,161.5936,93.4345,63.0734,54.2079,139,139.0000,0,0,0,139,0.0368,0.1988,0.0237,4,5,1,0
7936,246,1,1,0,1,139,139,139,139,161.5936,109.2016,82.3893,77.4145,86.4002,139,139.0000,0,0,0,139,0.0368,0.1988,0.0237,4,5,2,0
7937,246,1,1,1,1,119,139,139,219,109.2016,229.5615,94.6414,27.0185,54.1295,139,139.0000,0,0,0,139,-0.0147,0.1988,0.0237,5,4,4,1
7938,246,1,1,0,1,139,139,139,179,229.5615,215.4553,297.2356,79.6900,56.5442,139,139.0000,0,0,0,139,0.1678,0.1988,0.0237,5,3,1,1
7939,246,2,1,1,1,119,80,80,100,215.4553,285.9204,204.4138,4.0311,118.0138,318,159.0000,0,0,0,318,0.1678,0.1988,0.0542,5,3,4,1
7940,246,1,1,1,1,139,159,159,199,285.9204,83.1039,377.0676,117.7975,127.3038,159,159.0000,0,0,0,298,0.1678,0.1988,0.0271,3,2,1,0
7941,246,1,1,1,0,159,199,199,80,83.1039,203.1976,130.0000,117.3925,109.9602,199,199.0000,0,0,0,199,0.1988,0.1813,0.0339,5,1,1,1
7942,246,1,1,1,0,199,80,80,179,203.1976,159.7005,175.0943,22.0907,47.8017,80,80.0000,0,0,0,80,0.1988,0.2413,0.0136,5,1,3,1
7943,246,1,1,1,0,80,179,179,139,159.7005,388.9412,85.6154,81.2604,98.5152,179,179.0000,0,0,0,179,0.1988,0.2413,0.0305,5,1,4,1
7944,246,1,1,1,1,139,159,159,199,388.9412,140.6983,501.8297,122.0430,110.6447,139,139.0000,0,0,0,298,0.1988,0.4633,0.0237,3,2,1,0
7945,246,2,2,0,1,139,99,278,139,140.6983,581.0491,63.5610,68.3977,69.7316,278,139.0000,0,0,0,278,0.1813,0.4633,0.0474,3,2,2,0
7946,246,1,1,1,1,199,159,159,119,581.0491,53.8145,623.3883,49.1172,41.6923,139,139.0000,1,139,1,298,0.0883,0.4633,0.0237,5,9,2,1
7947,246,1,2,1,1,119,119,199,199,53.8145,241.6495,118.3300,73.0154,83.0000,139,139.0000,0,0,1,278,0.0798,0.4633,0.0237,5,9,1,1
7948,246,1,1,0,1,139,179,179,119,241.6495,279.0990,232.0022,12.0208,21.3600,179,179.0000,0,0,0,179,0.0798,0.4633,0.0305,5,9,4,1
7949,246,1,1,1,1,159,119,119,159,279.0990,1343.2275,341.2477,73.0274,1164.7061,119,119.0000,1,3199,0,536,0.0968,0.4633,0.0203,6,10,1,2
7950,246,1,2,1,1,119,159,298,179,1343.2275,1200.4900,224.0558,9.0000,6.8007,100,100.0000,1,3478,0,100,0.0968,0.0968,0.0171,6,10,3,2
7951,246,1,1,0,1,100,119,119,159,1200.4900,151.0207,204.0098,1328.0296,4.9497,119,119.0000,0,0,1,0,0.2413,0.2413,0.0203,6,10,5,2
7952,246,1,1,0,1,119,159,159,99,151.0207,611.5744,101.2719,49.5101,58.0539,159,159.0000,1,238,0,0,0.2413,0.2413,0.0271,6,10,6,2
7953,246,2,1,1,1,159,119,119,159,611.5744,0.0000,652.0031,47.2705,41.7732,238,119.0000,1,3199,0,536,0.4633,0.2413,0.0406,6,10,1,2
7954,247,1,1,1,0,0,159,159,99,0.0000,246.6034,0.0000,45.1054,46.0679,159,159.0000,0,0,0,0,0.1183,0.2848,0.0964,4,2,3,1
7955,247,1,1,1,0,159,99,99,199,246.6034,139.5036,324.9923,78.5780,83.0015,99,99.0000,0,0,0,0,0.1183,0.2848,0.0600,4,1,1,1
