"UNITID","school_name","city","state","zip","school_webpage","latitude","longitude","admission_rate","sat_verbal_midrange","sat_math_midrange","sat_writing_midrange","act_combined_midrange","act_english_midrange","act_math_midrange","act_writing_midrange","sat_total_average","undergrad_size","percent_white","percent_black","percent_hispanic","percent_asian","percent_part_time","average_cost_academic_year","average_cost_program_year","tuition_(instate)","tuition_(out_of_state)","spend_per_student","faculty_salary","percent_part_time_faculty","percent_pell_grant","completion_rate","predominant_degree","highest_degree","ownership","region","gender","carnegie_basic_classification","carnegie_undergraduate","carnegie_size","religious_affiliation","percent_female","agege24","faminc","mean_earnings_6_years","median_earnings_6_years","mean_earnings_10_years","median_earnings_10_years"
460534,'Milan Institute of Cosmetology-El Paso','El Paso',TX,79925,www.milaninstitute.edu,31.7494,-106.3017,?,?,?,?,?,?,?,?,?,458.0,0.0502,0.0459,0.8908,0.0044,0.0,?,19009.0,?,?,1913.0,?,?,0.4511,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,17300.0,15200.0,23200.0,18900.0
460543,'Universal Technical Institute - Dallas Fort Worth',Irving,TX,75063,www.uti.edu,?,?,?,?,?,?,?,?,?,?,?,1006.0,0.4026,0.1193,0.3668,0.0209,0.0,?,22634.0,?,?,3439.0,?,?,0.5083,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,?,?,?,?
460552,'Finger Lakes School of Massage','Mt. Kisco',NY,10549,www.flsm.com/,41.2177,-73.7185,?,?,?,?,?,?,?,?,?,56.0,0.5357,0.125,0.2679,0.0536,0.2143,?,21448.0,?,?,3919.0,?,?,0.2945,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,?,?,?,?
460561,'Park Avenue School of Cosmetology','Park Rapids',MN,56470-1551,www.parkavenuecosmetology.com,46.9196,-95.06,?,?,?,?,?,?,?,?,?,53.0,0.9245,0.0189,0.0189,0.0,0.0,?,14543.0,?,?,5519.0,?,?,0.5325,?,Certificate,Certificate,'Private for-profit','Plains',COED,?,?,?,?,?,?,?,?,?,?,?
460570,'Salter School of Nursing and Allied Health',Manchester,NH,3103,www.salternursing.com,42.9791,-71.449,?,?,?,?,?,?,?,?,?,257.0,0.8132,0.0584,0.0506,0.0389,0.14400000000000002,?,34106.0,?,?,4283.0,?,?,0.4585,?,Certificate,Certificate,'Private for-profit','New England',COED,?,?,?,?,?,?,?,23500.0,23100.0,30500.0,28200.0
460589,'Salter School-New Bedford','New Bedford',MA,2745,salterschool.com,41.6767,-70.9431,?,?,?,?,?,?,?,?,?,317.0,0.53,0.1104,0.1987,0.0032,0.2871,?,28715.0,?,?,2637.0,?,?,0.7805,?,Certificate,Certificate,'Private for-profit','New England',COED,?,?,?,?,?,?,?,23500.0,23100.0,30500.0,28200.0
460598,'Harris School of Business-Upper Darby Campus','Upper Darby',PA,19082,www.harrisschool.edu,39.9609,-75.2589,?,?,?,?,?,?,?,?,?,594.0,0.037000000000000005,0.8872,0.0354,0.0051,0.2003,?,30471.0,?,?,3654.0,?,?,0.8440000000000001,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,22000.0,20900.0,29600.0,27900.0
460613,'Brown Mackie College-San Antonio','San Antonio',TX,78229,www.brownmackie.edu,29.4945,-98.555,?,?,?,?,?,?,?,?,?,785.0,0.1847,0.2331,0.5376,0.0178,0.0,23867.0,?,12474.0,12474.0,2133.0,4078.0,0.0536,0.7445,?,Associate,Associate,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,26800.0,25500.0,29100.0,25200.0
460631,'Hollywood Institute of Beauty Careers','Miami Beach',FL,33141,www.hi.edu,25.8483,-80.1547,?,?,?,?,?,?,?,?,?,53.0,0.0755,0.5094,0.3962,0.0189,0.0,?,22726.0,?,?,2622.0,?,?,1.0,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
460640,'Cortiva Institute-New Jersey',Wall,NJ,7719,https://www.cortiva.com,40.1506,-74.0971,?,?,?,?,?,?,?,?,?,66.0,0.7727,0.0758,0.0455,0.0152,0.4545,20942.0,?,9884.0,9884.0,7624.0,?,?,0.5593,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,26200.0,20400.0,?,?
460659,'Cambridge Junior College-Woodland',Woodland,CA,95695,www.cambridge.edu,38.6775,-121.7744,0.8667,?,?,?,?,?,?,?,?,96.0,0.375,0.0208,0.5104,0.0208,0.0,?,23899.0,?,?,3479.0,?,0.4,0.6853,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
460668,'Anthem College-Atlanta',Atlanta,GA,30324,www.anthem.edu,33.8221,-84.3675,?,?,?,?,?,?,?,?,?,356.0,0.0281,0.8792,0.0253,0.0028,0.0,27245.0,?,14213.0,14213.0,1701.0,3714.0,1.0,0.8314,?,Associate,Associate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,26000.0,23600.0,31900.0,29500.0
460677,'ICPR Junior College-Manati',Arecibo,PR,674,www.icprjc.edu,18.4267,-66.4652,?,?,?,?,?,?,?,?,?,613.0,0.0,0.0,1.0,0.0,0.1958,11115.0,?,6408.0,6408.0,1535.0,2041.0,0.5405,0.9955,?,Certificate,Certificate,'Private for-profit','Outlying Areas',COED,?,?,?,?,?,?,?,15200.0,13400.0,17900.0,16000.0
460695,'Ridley-Lowell Business & Technical Institute-Danbury',Danbury,CT,6810,www.ridley.edu,41.3903,-73.4295,?,?,?,?,?,?,?,?,?,49.0,0.449,0.1633,0.3061,0.0204,0.0204,?,22430.0,?,?,1818.0,?,?,0.6318,?,Certificate,Certificate,'Private for-profit','New England',COED,?,?,?,?,?,?,?,21400.0,20700.0,30400.0,26800.0
460701,'Artistic Nails and Beauty Academy-Lakeland',Lakeland,FL,33801,www.artisticbeautyschool.com/,28.055,-81.9453,?,?,?,?,?,?,?,?,?,220.0,0.3864,0.4273,0.1864,0.0,0.6591,?,14863.0,?,?,5248.0,?,?,0.6312,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,18400.0,15700.0,?,?
460710,'Paul Mitchell the School-Murfreesboro',Murfreesboro,TN,37129,www.paulmitchelltheschool.com,35.8464,-86.4181,?,?,?,?,?,?,?,?,?,180.0,0.6833,0.1889,0.0111,0.0056,0.3889,?,18197.0,?,?,3971.0,?,?,0.3993,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
460729,'Allied American University','Laguna Hills',CA,92653-1337,allied.edu,33.6234,-117.7292,?,?,?,?,?,?,?,?,?,2527.0,0.5441,0.2287,0.1464,0.0206,0.7416,?,19997.0,?,?,740.0,3000.0,1.0,0.1961,?,Certificate,Bachelors,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
460738,'American Sentinel University',Aurora,CO,80014-6510,www.americansentinel.edu,39.6769,-104.8312,?,?,?,?,?,?,?,?,?,2328.0,0.4253,0.0765,0.0155,0.0571,0.9467,19605.0,?,?,?,2571.0,7588.0,0.09699999999999999,0.0831,?,Bachelors,Graduate,'Private for-profit','Rocky Mountains',COED,?,?,?,?,?,?,?,?,?,?,?
460747,'Tribeca Flashpoint Media Arts Academy',Chicago,IL,60602-2716,www.tfa.edu,41.8826,-87.631,0.7375,?,?,?,?,?,?,?,?,386.0,0.5984,0.0544,0.0363,0.0181,0.0,39183.0,?,25600.0,25600.0,5304.0,6533.0,0.95,0.128,?,Associate,Associate,'Private for-profit','Great Lakes',COED,?,?,?,?,?,?,?,?,?,?,?
460756,'Hawaii Medical College',Honolulu,HI,96814-3518,www.hmi.edu,21.2951,-157.847,?,?,?,?,?,?,?,?,?,22.0,0.0,0.0,0.0455,0.3182,0.0,17835.0,?,14425.0,14425.0,4026.0,3333.0,0.6818,0.8043,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
460765,'Carolina College of Hair Design',Asheville,NC,28805-1232,carolinacollege.com/,35.595,-82.5324,?,?,?,?,?,?,?,?,?,59.0,0.7797,0.0339,0.1864,0.0,0.0,?,11269.0,?,?,2660.0,?,?,0.5,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
460774,'Virginia College-Baton Rouge','Baton Rouge',LA,70815-8604,www.vc.edu/campus/baton-rouge-louisiana-college.cfm,30.4597,-91.0961,?,?,?,?,?,?,?,?,?,600.0,0.0833,0.8917,0.005,0.0,0.3067,20769.0,?,12586.0,12586.0,6331.0,2935.0,?,0.9376,?,Certificate,Associate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,22900.0,20400.0,30500.0,26400.0
460783,'Remington College-Heathrow Campus',Heathrow,FL,33612-5627,www.remingtoncollege.edu/,28.0547,-82.4646,0.4714,?,?,?,?,?,?,?,?,235.0,0.4128,0.3957,0.1149,0.0043,0.0,23519.0,?,14250.0,14250.0,2157.0,?,?,0.8340000000000001,?,Bachelors,Bachelors,'Private nonprofit','Southeast',COED,?,?,?,?,?,?,?,21100.0,19300.0,32000.0,28900.0
460808,'College of Massage Therapy',Blackfoot,ID,83221-1758,www.collegemassagetherapy.com,43.193000000000005,-112.3474,?,?,?,?,?,?,?,?,?,12.0,0.9167,0.0,0.0,0.0833,0.0,?,12521.0,?,?,754.0,?,?,0.7059,?,Certificate,Certificate,Public,'Rocky Mountains',COED,?,?,?,?,?,?,?,?,?,?,?
460817,'Miller-Motte College-Jacksonville',Jacksonville,NC,28540-5901,www.miller-motte.edu,34.7527,-77.4104,?,?,?,?,?,?,?,?,?,475.0,0.5179,0.3221,0.0947,0.0084,0.3347,26996.0,?,10080.0,10080.0,2739.0,3403.0,0.3611,0.9062,?,Certificate,Associate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,22800.0,21700.0,21200.0,21000.0
460826,'Miller-Motte Technical College-Augusta',Augusta,GA,30907-0921,www.miller-motte.edu,33.4933,-82.0871,?,?,?,?,?,?,?,?,?,485.0,0.2186,0.7134,0.0247,0.0041,0.4165,26442.0,?,10125.0,10125.0,2365.0,3506.0,0.1522,0.8555,?,Associate,Associate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,21100.0,19000.0,26400.0,22800.0
460835,'Miller-Motte Technical College-Conway',Conway,SC,29526-9508,www.miller-motte.edu,33.7844,-78.9911,?,?,?,?,?,?,?,?,?,752.0,0.3883,0.5625,0.0253,0.0027,0.3418,24482.0,?,10422.0,10422.0,2371.0,3875.0,0.1818,0.9194,?,Certificate,Associate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,22800.0,21700.0,21200.0,21000.0
460844,'Virginia College-Macon',Macon,GA,31206-3180,www.vc.edu/campus/macon-georgia-college.cfm,32.8139,-83.6802,?,?,?,?,?,?,?,?,?,451.0,0.0998,0.8492,0.0067,0.0044,0.2683,16069.0,?,13240.0,13240.0,7475.0,3240.0,?,0.924,?,Certificate,Associate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,22900.0,20400.0,30500.0,26400.0
460853,'Virginia College-Spartanburg',Spartanburg,SC,29301-2450,vc.edu,34.9354,-82.0056,?,?,?,?,?,?,?,?,?,495.0,0.4121,0.5475,0.0222,0.0061,0.3636,20407.0,?,12250.0,12250.0,7014.0,2937.0,?,0.9289,?,Certificate,Associate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,22900.0,20400.0,30500.0,26400.0
460862,'Aveda Institute-Portland',Portland,OR,97209-3144,avedapdx.com,45.5256,-122.6843,?,?,?,?,?,?,?,?,?,348.0,0.7701,0.0115,0.0747,0.023,0.4195,?,14012.0,?,?,3586.0,?,?,0.2827,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
460871,'Chamberlain College of Nursing-Virginia',Arlington,VA,22202-3843,www.chamberlain.edu,38.8522,-77.0498,0.8333,?,?,?,?,?,?,?,?,363.0,0.2727,0.2865,0.1405,0.0826,0.3691,26120.0,?,17280.0,17280.0,7636.0,6365.0,0.3438,0.4828,?,Bachelors,Bachelors,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,62000.0,58000.0,57400.0,56300.0
460899,'Stevens-Henager College-Boise',Boise,ID,83709-6733,www.stevenshenager.edu/,43.5915,-116.2807,?,?,?,?,?,?,?,?,?,422.0,0.7583,0.0118,0.2062,0.0047,0.0,28213.0,?,17116.0,17116.0,3410.0,3960.0,0.1707,0.7907,0.4486,Associate,Bachelors,'Private nonprofit','Rocky Mountains',COED,?,?,?,?,?,?,?,28300.0,24000.0,36000.0,31700.0
460905,'The Salon Professional Academy-Cincinnati',Cincinnati,OH,45211-2660,www.thesalonprofessionalacademycincinnati.com,39.1466,-84.6212,?,?,?,?,?,?,?,?,?,58.0,0.5862,0.3793,0.0172,0.0,0.0,?,13687.0,?,?,4905.0,?,?,0.4667,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,?,?,?,?,?,?,?
460914,'Penrose Academy',Scottsdale,AZ,85254-4065,www.penroseacademy.com,33.608000000000004,-111.926,?,?,?,?,?,?,?,?,?,177.0,0.8588,0.0056,0.0847,0.0,0.0,?,17666.0,?,?,4638.0,?,?,0.3446,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,?,?,?,?
460923,'Virginia College-Richmond',Richmond,VA,23225-5502,www.vc.edu/campus/richmond-virginia-college.cfm,37.5008,-77.5296,?,?,?,?,?,?,?,?,?,506.0,0.1067,0.8063,0.0217,0.0059,0.1937,7201.0,?,4480.0,4480.0,6825.0,3185.0,?,0.8918,?,Certificate,Associate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,22900.0,20400.0,30500.0,26400.0
460932,'Skin Institute','Saint Louis',MO,63126,www.skininstitute.edu,38.5265,-90.3631,?,?,?,?,?,?,?,?,?,55.0,0.8,0.2,0.0,0.0,0.0,?,18939.0,?,?,1567.0,?,?,0.43,?,Certificate,Certificate,'Private for-profit','Plains',COED,?,?,?,?,?,?,?,?,?,?,?
460950,'Body Therapy Institute','Siler City',NC,27344-6728,www.bti.edu,35.7807,-79.3358,?,?,?,?,?,?,?,?,?,64.0,0.6875,0.2031,0.0156,0.0313,0.0,?,27298.0,?,?,8104.0,?,?,0.49,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
460969,'Beauty Academy of South Florida','Hialeah Gardens',FL,33016-2421,www.basf.edu,25.8667,-80.3091,?,?,?,?,?,?,?,?,?,114.0,0.0,0.0,1.0,0.0,0.0,?,21690.0,?,?,1182.0,?,?,0.7051,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
460978,'Ogle School Hair Skin Nails-North Dallas',Dallas,TX,75248-1216,www.ogleschool.com,32.9849,-96.804,?,?,?,?,?,?,?,?,?,154.0,0.3052,0.4286,0.1948,0.0195,0.2922,?,20243.0,?,?,2418.0,?,?,0.6926,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,22000.0,17600.0,23800.0,17900.0
460987,'The Salon Professional Academy-North Little Rock','North Little Rock',AR,72116-7310,littlerockbeautyschool.com/,34.7962,-92.2565,?,?,?,?,?,?,?,?,?,64.0,0.875,0.0156,0.0469,0.0156,0.1406,?,15406.0,?,?,1873.0,?,?,0.2342,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
460996,'The Salon Professional Academy-St Charles','St. Charles',MO,63301-1021,tspastlouis.com,38.7882,-90.5398,?,?,?,?,?,?,?,?,?,100.0,0.81,0.13,0.01,0.01,0.16,?,16586.0,?,?,1768.0,?,?,0.38299999999999995,?,Certificate,Certificate,'Private for-profit','Plains',COED,?,?,?,?,?,?,?,?,?,?,?
461005,'American Institute',Celebration,FL,34747-5161,www.aihealthcollege.com/,28.3123,-81.5622,?,?,?,?,?,?,?,?,?,252.0,0.2302,0.1111,0.3651,0.0238,0.1429,?,22840.0,?,?,1312.0,4678.0,?,0.4517,?,Associate,Bachelors,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,23900.0,21300.0,28700.0,29200.0
461014,'Mildred Elley-New York Campus','New York',NY,10004-1010,www.mildred-elley.edu,40.7055,-74.0136,?,?,?,?,?,?,?,?,?,609.0,0.0164,0.6108,0.2742,0.0148,0.0082,22863.0,?,11304.0,11304.0,5703.0,4914.0,0.2836,0.9287,?,Certificate,Associate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,20600.0,19300.0,24200.0,22100.0
461023,'National Paralegal College',Phoenix,AZ,85014-1561,nationalparalegal.edu,33.5317,-112.0651,?,?,?,?,?,?,?,?,?,1089.0,0.3196,0.0597,0.0404,0.0064,0.0239,18603.0,?,6795.0,6795.0,1654.0,6993.0,0.1707,0.4953,0.4815,Associate,Bachelors,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,?,?,?,?
461032,'Carolina College of Biblical Studies',Fayetteville,NC,28303-5157,ccbs.edu,35.0513,-78.9401,?,?,?,?,?,?,?,?,?,113.0,0.3363,0.5752,0.0531,0.0,0.6018,17692.0,?,4725.0,4725.0,3453.0,?,?,0.4955,?,Associate,Bachelors,'Private nonprofit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
461041,'Star Career Academy-Audubon',Audubon,PA,19403-2422,www.starcareeracademy.com,40.1183,-75.4145,?,?,?,?,?,?,?,?,?,469.0,0.2964,0.6183,0.0299,0.0064,0.2047,?,21023.0,?,?,8160.0,?,?,0.8406,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,29400.0,25400.0,32500.0,31700.0
461111,'Allstate Hairstyling & Barber College',Cleveland,OH,44113-3413,www.allstatehairstyling.com,41.4838,-81.7042,?,?,?,?,?,?,?,?,?,35.0,0.3143,0.3714,0.2857,0.0,0.2,?,8732.0,?,?,1809.0,?,?,0.875,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,?,?,?,?,?,?,?
461148,'New York Film Academy','Universal City',CA,91608-1002,www.nyfa.com/,34.135999999999996,-118.354,?,?,?,?,?,?,?,?,?,1344.0,0.3222,0.0536,0.0945,0.1399,0.0,?,58218.0,?,?,2186.0,8041.0,0.0883,0.054000000000000006,?,Certificate,Graduate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
461157,'The Collective School Of Music','New York',NY,10011-2026,thecollective.edu/,40.7402,-73.9957,?,?,?,?,?,?,?,?,?,50.0,0.54,0.02,0.18,0.26,0.0,?,?,30250.0,30250.0,13576.0,?,?,0.0,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,?,?,?,?
461175,'International College of Cosmetology',Oakland,CA,94601-3525,www.internationalcosmetology.edu,37.7751,-122.2207,?,?,?,?,?,?,?,?,?,179.0,0.0223,0.0726,0.1788,0.6648,0.419,?,?,?,?,2425.0,?,?,0.3114,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
461193,'Bella Capelli Academy',Monroeville,PA,15146-2388,bella-capelli.paulmitchell.edu/monroeville.pa,40.4334,-79.7827,?,?,?,?,?,?,?,?,?,89.0,0.8989,0.0899,0.0112,0.0,0.2022,?,18117.0,?,?,3601.0,?,?,0.5355,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,?,?,?,?
461218,'Institute of Medical Careers',Pittsburgh,PA,15235-3718,www.imc.edu,40.4651,-79.8241,?,?,?,?,?,?,?,?,?,54.0,0.4259,0.537,0.0,0.0185,0.037000000000000005,?,15412.0,?,?,2752.0,?,?,0.55,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,?,?,?,?
461227,'Toni & Guy Hairdressing Academy-Modesto',Modesto,CA,95356-0535,www.toniguy.com,37.6902,-121.061,?,?,?,?,?,?,?,?,?,47.0,0.2553,0.1489,0.5532,0.0426,0.0851,?,15063.0,?,?,5093.0,?,?,0.48,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
461236,'Georgia Christian University',Atlanta,GA,30360,www.gcuniv.edu,33.9018,-84.1439,?,?,?,?,?,?,?,?,?,156.0,0.0,0.0,0.0,0.1282,0.0064,25010.0,?,5010.0,5010.0,3020.0,2292.0,0.3043,0.0292,?,Bachelors,Graduate,'Private nonprofit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
461245,'Flagler Technical Institute','Palm Coast',FL,32137-4714,FTI.FlaglerSchools.com,29.5511,-81.2415,?,?,?,?,?,?,?,?,?,338.0,0.7041,0.1568,0.1361,0.003,0.7751,?,10836.0,?,?,4915.0,?,?,0.2376,?,Certificate,Certificate,Public,'Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
461254,'Galaxy Medical College','North Hollywood',CA,91606-1593,www.galaxymedcollege.com,34.1869,-118.3965,?,?,?,?,?,?,?,?,?,31.0,0.8387,0.0,0.0,0.0,0.0,?,11689.0,?,?,3111.0,?,?,0.6207,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
461263,'American Medical Sciences Center',Glendale,CA,91204-5108,www.amscedu.com,34.1465,-118.2566,?,?,?,?,?,?,?,?,?,77.0,0.8961,0.0,0.0,0.0,0.0,?,21667.0,?,?,1122.0,?,?,0.10099999999999999,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
461272,'Mandalyn Academy','American Fork',UT,84003-2161,www.mandalynacademy.com,40.373000000000005,-111.7817,?,?,?,?,?,?,?,?,?,65.0,0.8615,0.0154,0.0769,0.0154,0.4462,?,17872.0,?,?,7133.0,?,?,0.6829,?,Certificate,Certificate,'Private for-profit','Rocky Mountains',COED,?,?,?,?,?,?,?,?,?,?,?
461281,'Jose Maria Vargas University','Pembroke Pines',FL,33026,www.jmvu.edu/,25.9974,-80.2522,?,?,?,?,?,?,?,?,?,34.0,0.0,0.0,0.9118,0.0,0.7353,?,?,?,?,11965.0,1348.0,0.5,0.165,?,Certificate,Graduate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
461290,'Laird Institute of Spa Therapy',Manchester,NH,03102-5263,www.lairdinstitute.com/index.html,42.9674,-71.4803,?,?,?,?,?,?,?,?,?,50.0,0.98,0.0,0.02,0.0,0.7,?,28175.0,?,?,3699.0,?,?,0.3579,?,Certificate,Certificate,'Private for-profit','New England',COED,?,?,?,?,?,?,?,?,?,?,?
461306,'D A Dorsey Educational Center',Miami,FL,33147-6304,dadorsey.dadeschools.net/,25.8391,-80.2253,?,?,?,?,?,?,?,?,?,85.0,0.0941,0.8235,0.0824,0.0,0.5176,?,8801.0,?,?,17749.0,?,?,0.414,?,Certificate,Certificate,Public,'Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
461315,'Keweenaw Bay Ojibwa Community College',Baraga,MI,49908-0000,www.kbocc.org,46.852,-88.4868,?,?,?,?,?,?,?,?,?,105.0,0.2476,0.0095,0.0,0.0,0.3905,12201.0,?,2660.0,2660.0,4407.0,4009.0,0.4118,0.7442,?,Associate,Associate,Public,'Great Lakes',COED,'Tribal Colleges',?,?,?,?,?,?,?,?,?,?
461324,'Meridian Institute of Surgical Assisting',Nashville,TN,37218,www.meridian-institute.edu,36.1854,-86.84200000000001,?,?,?,?,?,?,?,?,?,249.0,0.6627,0.1767,0.1165,0.0,0.0,?,?,?,?,1564.0,?,?,0.1164,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
461333,'Mauna Loa Helicopters','Kailua Kona',HI,96740-2650,maunaloahelicopters.com,19.7294,-156.0412,?,?,?,?,?,?,?,?,?,19.0,0.5263,0.0,0.0526,0.0,1.0,?,?,?,?,142817.0,?,?,0.0,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
461342,'Acaydia School of Aesthetics',Provo,UT,84601-0000,www.acaydia.com,40.2349,-111.6586,?,?,?,?,?,?,?,?,?,13.0,1.0,0.0,0.0,0.0,0.0769,?,18180.0,?,?,19.0,?,?,0.3333,?,Certificate,Certificate,'Private for-profit','Rocky Mountains',COED,?,?,?,?,?,?,?,?,?,?,?
461351,'Manhattan Institute','New York',NY,10016-6516,www.manhattaninstitute.com/,40.7449,-73.9871,?,?,?,?,?,?,?,?,?,1135.0,0.1216,0.3515,0.3031,0.1084,0.9533,?,?,?,?,2997.0,?,?,0.0392,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,?,?,?,?
461360,'Cosmetic Arts Institute',Walterboro,SC,29488-4216,www.cosmeticartsinstitute.edu,32.8954,-80.6386,?,?,?,?,?,?,?,?,?,34.0,0.4412,0.5588,0.0,0.0,0.0294,?,23961.0,?,?,13343.0,?,?,0.6883,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
461379,'Holistic Massage Training Institute',Baltimore,MD,21218-2407,www.holisticmassagetraining.org,39.3318,-76.6168,?,?,?,?,?,?,?,?,?,18.0,0.5,0.3889,0.0556,0.0,1.0,?,?,?,?,10040.0,?,?,0.5909,?,Certificate,Certificate,'Private for-profit','Mid East',COED,?,?,?,?,?,?,?,?,?,?,?
461388,'Diamonds Cosmetology College',Sherman,TX,75090-2657,www.diamondscosmetology.com/,33.6564,-96.6026,?,?,?,?,?,?,?,?,?,41.0,0.5122,0.3171,0.0732,0.0,0.0,?,15609.0,?,?,3471.0,?,?,0.6588,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,?,?,?,?
461397,'Tramy Beauty School','San Diego',CA,92115-6347,WWW.TRAMYBEAUTYSCHOOL.NET,32.7508,-117.0695,?,?,?,?,?,?,?,?,?,270.0,0.0222,0.0148,0.13699999999999998,0.8185,0.4852,?,19248.0,?,?,1885.0,?,?,0.6049,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
461403,'Scholars Cosmetology University','Ann Arbor',MI,48108-0000,www.scholarscosmetology.com,42.2519,-83.6695,?,?,?,?,?,?,?,?,?,30.0,0.1667,0.7333,0.0,0.0333,0.0,?,14445.0,?,?,1641.0,?,?,0.4667,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,?,?,?,?,?,?,?
461412,'Northern Virginia School of Therapeutic Massage','Falls Church',VA,22046-4302,www.nvschoolofmassage.com/,38.885,-77.1723,?,?,?,?,?,?,?,?,?,96.0,0.4479,0.2813,0.1146,0.1458,1.0,?,?,?,?,6695.0,?,?,0.0,?,Certificate,Certificate,'Private for-profit','Southeast',COED,?,?,?,?,?,?,?,?,?,?,?
461421,'Paul Mitchell the School-St Louis','St. Louis',MO,63108-1554,school.paulmitchell.edu/st-louis-mo,38.6449,-90.2628,?,?,?,?,?,?,?,?,?,225.0,0.6311,0.2978,0.0133,0.0044,0.1556,?,18601.0,?,?,4903.0,?,?,0.373,?,Certificate,Certificate,'Private for-profit','Plains',COED,?,?,?,?,?,?,?,?,?,?,?
461430,'Advanced Training Institute','Las Vegas',NV,89118-1519,www.atitraining.com,36.2322,-115.0683,?,?,?,?,?,?,?,?,?,308.0,0.4026,0.1558,0.276,0.0714,1.0,?,?,?,?,3775.0,?,?,0.6788,?,Certificate,Certificate,'Private for-profit','Far West',COED,?,?,?,?,?,?,?,?,?,?,?
